questions,keys,datadic
"64. Inattentive, easily distracted",TRF_P_64,TRF_P
65. Lying or cheating,TRF_P_65,TRF_P
66. Screams a lot,TRF_P_66,TRF_P
67. Seems unresponsive to affection,TRF_P_67,TRF_P
68. Self-conscious or easily embarrassed,TRF_P_68,TRF_P
69. Selfish or won't share,TRF_P_69,TRF_P
70. Shows little affection towards people,TRF_P_70,TRF_P
71. Shows little interest in things around him/her,TRF_P_71,TRF_P
72. Shows too little fear of getting hurt,TRF_P_72,TRF_P
73. Too shy or timid,TRF_P_73,TRF_P
74. Not liked by other children,TRF_P_74,TRF_P
75. Overactive,TRF_P_75,TRF_P
76. Speech problem (describe):,TRF_P_76,TRF_P
77. Stares into space or seems preoccupied,TRF_P_77,TRF_P
78. Stomachaches or cramps (without medical cause),TRF_P_78,TRF_P
79. Overconforms to rules,TRF_P_79,TRF_P
80. Strange behavior (describe):,TRF_P_80,TRF_P
"81. Stubborn, sullen, or irritable",TRF_P_81,TRF_P
82. Sudden changes in mood or feelings,TRF_P_82,TRF_P
83. Sulks a lot,TRF_P_83,TRF_P
84. Teases a lot,TRF_P_84,TRF_P
85. Temper tantrums or hot temper,TRF_P_85,TRF_P
86. Too concerned with neatness or cleanliness,TRF_P_86,TRF_P
87. Too fearful or anxious,TRF_P_87,TRF_P
88. Uncooperative,TRF_P_88,TRF_P
"89. Underactive, slow moving, or lacks energy",TRF_P_89,TRF_P
"90. Unhappy, sad, or depressed",TRF_P_90,TRF_P
91. Unusually loud,TRF_P_91,TRF_P
92. Upset by new people or situations,TRF_P_92,TRF_P
"93. Vomiting, throwing up (without medical cause)",TRF_P_93,TRF_P
94. Unclean personal appearance,TRF_P_94,TRF_P
95. Wanders away,TRF_P_95,TRF_P
96. Wants a lot of attention,TRF_P_96,TRF_P
97. Whining,TRF_P_97,TRF_P
"98. Withdrawn, doesn't get involved with others",TRF_P_98,TRF_P
99. Worries,TRF_P_99,TRF_P
Aggressive Behavior Raw Score,TRF_P_AB,TRF_P
Aggressive Behavior T-Score,TRF_P_AB_T,TRF_P
Anxious/Depressed Raw Score,TRF_P_AD,TRF_P
Anxious/Depressed T-Score,TRF_P_AD_T,TRF_P
Attention Problems Raw Score,TRF_P_AP,TRF_P
Attention Problems T-Score,TRF_P_AP_T,TRF_P
Emotionally Reaction Raw Score,TRF_P_ER,TRF_P
Emotionally Reaction T-Score,TRF_P_ER_T,TRF_P
Somatic Complaints Raw Score,TRF_P_SC,TRF_P
Somatic Complaints T-Score,TRF_P_SC_T,TRF_P
Withdrawn Raw Score,TRF_P_WD,TRF_P
Withdrawn T-Score,TRF_P_WD_T,TRF_P
Externalizing Problems Raw Score,TRF_P_Ext,TRF_P
Externalizing Problems T-Score,TRF_P_Ext_T,TRF_P
Internalizing Problems Raw Score,TRF_P_Int,TRF_P
Internalizing Problems T-Score,TRF_P_Int_T,TRF_P
Other Problems Raw Score,TRF_P_OP,TRF_P
Total Raw Score,TRF_P_Total,TRF_P
Total T-Score,TRF_P_Total_T,TRF_P
Attention Deficit/Hyperactivity Problems Raw Score,TRF_P_DSM_ADHD,TRF_P
Attention Deficit/Hyperactivity Problems T-Score,TRF_P_DSM_ADHD_T,TRF_P
Depressive Problems Raw Score,TRF_P_DSM_DP,TRF_P
Depressive Problems T-Score,TRF_P_DSM_DP_T,TRF_P
Anxiety Problems Raw Score,TRF_P_DSM_AN,TRF_P
Anxiety Problems T-Score,TRF_P_DSM_AN_T,TRF_P
Oppositional Defiant Problems Raw Score,TRF_P_DSM_OD,TRF_P
Oppositional Defiant Problems T-Score,TRF_P_DSM_OD_T,TRF_P
Autism Spectrum Problems Raw Score,TRF_P_DSM_PD,TRF_P
Autism Spectrum Problems T-Score,TRF_P_DSM_PD_T,TRF_P
Communication- Receptive Subdomain Raw Score,VL_Comm1_Raw,Vineland
Communication- Receptive Subdomain Total Scaled Score,VL_Comm1_Scale,Vineland
Communication- Expressive Subdomain Raw Score,VL_Comm2_Raw,Vineland
Communication- Expressive Subdomain Total Scaled Score,VL_Comm2_Scale,Vineland
Communication- Written Subdomain Raw Score,VL_Comm3_Raw,Vineland
Communication- Written Subdomain Total Scaled Score,VL_Comm3_Scale,Vineland
Communication Total Domain Standard Score,VL_Comm_Stnd,Vineland
Communication Total Scaled Score,VL_Comm_Scale,Vineland
Communication Percentile Rank,VL_Comm_Rank,Vineland
Daily Living Skills Personal Subdomain Raw Score,VL_DLS1_Raw,Vineland
Daily Living Skills Personal Subdomain Scaled Score,VL_DLS1_Scale,Vineland
Daily Living Skills Domestic Subdomain Raw Score,VL_DLS2_Raw,Vineland
Daily Living Skills Domestic Subdomain Scaled Score,VL_DLS2_Scale,Vineland
Daily Living Skills Community Subdomain Raw Score,VL_DLS3_Raw,Vineland
Daily Living Skills Community Subdomain Scaled Score,VL_DLS3_Scale,Vineland
Daily Living Skills Total Scaled Score,VL_DLS_Stnd,Vineland
Daily Living Skills Total Domain Standard Score,VL_DLS_Scale,Vineland
Daily Living Skills Percentile Rank,VL_DLS_Rank,Vineland
Socialization Interpersonal Relationships Subdomain Raw Score,VL_Social1_Raw,Vineland
Socialization Interpersonal Relationships Subdomain Scaled Score,VL_Social1_Scale,Vineland
Socialization Domestic Subdomain Raw Score,VL_Social2_Raw,Vineland
Socialization Domestic Subdomain Scaled Score,VL_Social2_Scale,Vineland
Socialization Coping Skills Subdomain Raw Score,VL_Social3_Raw,Vineland
Socialization Coping Skills Subdomain Scaled Score,VL_Social3_Scale,Vineland
Socialization Total Scaled Score,VL_Social_Stnd,Vineland
Socialization Total Domain Standard Score,VL_Social_Scale,Vineland
Socialization Percentile Rank,VL_Social_Rank,Vineland
Was WAIS completed?,WAIS_Complete,WAIS
"If no, reason:",WAIS_incomplete_reason,WAIS
Was administration of WAIS valid?,WAIS_Valid,WAIS
"If invalid, reason:",WAIS_Invalid_Reason,WAIS
Block Design Raw Score,WAIS_BD_RAW,WAIS
Similiarity Raw Score,WAIS_SIM_RAW,WAIS
Digit Span Raw Score,WAIS_DS_RAW,WAIS
Matrix Reasoning Raw Score,WAIS_MR_RAW,WAIS
Vocabulary Raw Score,WAIS_VOCAB_RAW,WAIS
Arithmetic Raw Score,WAIS_ARITH_RAW,WAIS
Symbol Search Raw Score,WAIS_SS_RAW,WAIS
Visual Puzzle Raw Score,WAIS_VP_RAW,WAIS
Information Raw Score ,WAIS_INFO_RAW,WAIS
Coding Raw Score,WAIS_CODE_RAW,WAIS
Block Design Scaled Score,WAIS_BD_SCALE,WAIS
Similiarity Scaled Score,WAIS_SIM_SCALE,WAIS
Digit Span Scaled Score,WAIS_DS_SCALE,WAIS
Matrix Reasoning Scaled Score,WAIS_MR_SCALE,WAIS
Vocabulary Scaled Score,WAIS_VOCAB_SCALE,WAIS
Arithmetic Scaled Score,WAIS_ARITH_SCALE,WAIS
Symbol Search Scaled Score,WAIS_SS_SCALE,WAIS
Visual Puzzle Scaled Score,WAIS_VP_SCALE,WAIS
Information Scaled Score ,WAIS_INFO_SCALE,WAIS
Coding Scaled Score,WAIS_CODE_SCALE,WAIS
Block Design Percentile Rank,WAIS_BD_PERC,WAIS
Similiarity Percentile Rank,WAIS_SIM_PERC,WAIS
Digit Span Percentile Rank,WAIS_DS_PERC,WAIS
Matrix Reasoning Percentile Rank,WAIS_MR_PERC,WAIS
Vocabulary Percentile Rank,WAIS_VOCAB_PERC,WAIS
Arithmetic Percentile Rank,WAIS_ARITH_PERC,WAIS
Symbol Search Percentile Rank,WAIS_SS_PERC,WAIS
Visual Puzzle Percentile Rank,WAIS_VP_PERC,WAIS
Information Percentile Rank,WAIS_INFO_PERC,WAIS
Coding Percentile Rank,WAIS_CODE_PERC,WAIS
Block Design Descriptive Range,WAIS_BD_RANGE,WAIS
Similiarity Descriptive Range,WAIS_SIM_RANGE,WAIS
Digit Span Descriptive Range,WAIS_DS_RANGE,WAIS
Matrix Reasoning Descriptive Range,WAIS_MR_RANGE,WAIS
Vocabulary Descriptive Range,WAIS_VOCAB_RANGE,WAIS
Arithmetic Descriptive Range,WAIS_ARITH_RANGE,WAIS
Symbol Search Descriptive Range,WAIS_SS_RANGE,WAIS
Visual Puzzle Descriptive Range,WAIS_VP_RANGE,WAIS
Information Descriptive Range,WAIS_INFO_RANGE,WAIS
Coding Descriptive Range,WAIS_CODE_RANGE,WAIS
Verbal Comprehension Index Scaled Score,WAIS_VCI_SCALE,WAIS
Perceptual Reasoning Index Scaled Score,WAIS_PRI_SCALE,WAIS
Working Memory Index Scaled Score,WAIS_WMI_SCALE,WAIS
Processing Speed Index Scaled Score,WAIS_PSI_SCALE,WAIS
Full Scale IQ Scaled Score,WAIS_FSIQ_SCALE,WAIS
Verbal Comprehension Index Composite Score,WAIS_VCI_COMP,WAIS
Perceptual Reasoning Index Composite Score,WAIS_PRI_COMP,WAIS
Working Memory Index Composite Score,WAIS_WMI_COMP,WAIS
Processing Speed Index Composite Score,WAIS_PSI_COMP,WAIS
Full Scale IQ Composite Score,WAIS_FSIQ_COMP,WAIS
Verbal Comprehension Index Percentile Rank,WAIS_VCI_PERC,WAIS
Perceptual Reasoning Index Percentile Rank,WAIS_PRI_PERC,WAIS
Working Memory Index Percentile Rank,WAIS_WMI_PERC,WAIS
Processing Speed Index Percentile Rank,WAIS_PSI_PERC,WAIS
Full Scale IQ Percentile Rank,WAIS_FSIQ_PERC,WAIS
Verbal Comprehension Index Descriptive Range,WAIS_VCI_RANGE,WAIS
Perceptual Reasoning Index Descriptive Range,WAIS_PRI_RANGE,WAIS
Working Memory Index Descriptive Range,WAIS_WMI_RANGE,WAIS
Processing Speed Index Descriptive Range,WAIS_PSI_RANGE,WAIS
Full Scale IQ Descriptive Range,WAIS_FSIQ_RANGE,WAIS
Was WAIS completed?,WAIS_Complete,WAIS
"If no, reason:",WAIS_incomplete_reason,WAIS
Was WAIS valid?,WAIS_Valid,WAIS_abb
"If no, reason:",WAIS_Invalid_Reason,WAIS
Digit Span Forward Length,WAIS_DS_F_L,WAIS_abb
Digit Span Backward Length,WAIS_DS_B_L,WAIS_abb
Digit Span Forward Raw Score,WAIS_DS_F_R,WAIS_abb
Digit Span Backward Raw Score,WAIS_DS_B_R,WAIS_abb
Digit Span Total Raw Score,WAIS_DS_Total_R,WAIS_abb
Digit Span Total Scaled Score,WAIS_DS_Total_S,WAIS_abb
Digit Span Sequencing Length,WAIS_DS_S_L,WAIS_abb
Digit Span Sequencing Raw Score,WAIS_DS_S_R,WAIS_abb
Digit Span Coding Raw Score,WAIS_CODE_R,WAIS_abb
Digit Span Coding Scaled Score,WAIS_CODE_S,WAIS_abb
Digit Span Symbol Search Raw Score,WAIS_SYM_R,WAIS_abb
Digit Span Symbol Search Scaled Score,WAIS_SYM_S,WAIS_abb
Processing Speed Sum of Scaled Scores,WAIS_PSI_Sum,WAIS_abb
Processing Speed Index Composite,WAIS_PSI_Comp,WAIS_abb
Processing Speed Index Percentile,WAIS_PSI_P,WAIS_abb
Was WASI completed?,WASI_Complete,WASI
"If no, reason:",WASI_incomplete_reason,WASI
Was this administration valid?,WASI_Valid,WASI
"If no, reason:",WASI_Invalid_Reason,WASI
Matrix Reasoning Raw Score ,WASI_Matrix_Raw,WASI
Matrix Reasoning T Score,WASI_Matrix_T,WASI
Similarities Raw Score,WASI_Sim_Raw,WASI
Similarities T Score,WASI_Sim_T,WASI
PRI Percentile,WASI_PRI_P,WASI
PRI T Score,WASI_PRI_T,WASI
PRI Composite Score,WASI_PRI_Comp,WASI
VCI Composite Score,WASI_VCI_Comp,WASI
VCI Percentile,WASI_VCI_P,WASI
VCI T Score,WASI_VCI_T,WASI
Vocab Raw Score,WASI_Vocab_Raw,WASI
Vocab T Score,WASI_Vocab_T,WASI
PRI Percentile,VC_Precentile,WASI
PRI Composite Score,PR_Percentile,WASI
Full Scale IQ Percentile,FS_Percentile,WASI
Block Design Raw Score,WASI_BD_Raw,WASI
Block Design T Score,WASI_BD_T,WASI
Full Scale IQ,WASI_FSIQ,WASI
Full Scale IQ Percentile,WASI_FSIQ_P,WASI
Full Scale Sum of T-Scores,Full_Scale,WASI
"In the past 30 days, how much difficulty did your child have in standing for long periods such as 30 minutes?",WHODAS_P_01,WHODAS_P
"In the past 30 days, how much difficulty did your child have in taking care of his/her household responsibilities?",WHODAS_P_02,WHODAS_P
"In the past 30 days, how much difficulty did your child have in learning a new task, for example, learning how to get to a new place?",WHODAS_P_03,WHODAS_P
"In the past 30 days, how much difficulty did your child have in how much of a problem did he/she have joining in community activities (e.g., festivities, religious, etc) in the same way as anyone else can?",WHODAS_P_04,WHODAS_P
"In the past 30 days, how much difficulty did your child have in how much has he/she been emotionally affected by his/her health problems?",WHODAS_P_05,WHODAS_P
"In the past 30 days, how much difficulty did your child have in concentrating on doing something for ten minutes?",WHODAS_P_06,WHODAS_P
"In the past 30 days, how much difficulty did your child have in walking a long distance such as a half mile [or equivalent]?",WHODAS_P_07,WHODAS_P
"In the past 30 days, how much difficulty did your child have in washing his/her whole body?",WHODAS_P_08,WHODAS_P
"In the past 30 days, how much difficulty did your child have in getting dressed?",WHODAS_P_09,WHODAS_P
"In the past 30 days, how much difficulty did your child have in dealing with people he/she does not know?",WHODAS_P_10,WHODAS_P
"In the past 30 days, how much difficulty did your child have in maintaining a friendship?",WHODAS_P_11,WHODAS_P
"In the past 30 days, how much difficulty did your child have in his/her day-to-day work?",WHODAS_P_11,WHODAS_P
"Overall, in the past 30 days, how many days were these difficulties present?",WHODAS_P_Days01,WHODAS_P
"In the past 30 days, for how many days was he/she totally unable to carry out his/her usual activities or work because of any health condition?",WHODAS_P_Days02,WHODAS_P
"In the past 30 days, not counting the days that he/she was totally unable, for how many days did he/she cut back or reduce his/her usual activities or work because of any health condition?",WHODAS_P_Days03,WHODAS_P
WHODAS_P Score,WHODAS_P_Score,WHODAS_P
"In the past 30 days, how much difficulty did you have in standing for long periods such as 30 minutes?",WHODAS_SR_01,WHODAS_SR
"In the past 30 days, how much difficulty did you have in taking care of your household responsibilities?",WHODAS_SR_02,WHODAS_SR
"In the past 30 days, how much difficulty did you have in learning a new task, for example, learning how to get to a new place?",WHODAS_SR_03,WHODAS_SR
"In the past 30 days, how much of a problem did you have joining in community activities (e.g., festivities, religious, or other) in the same way as anyone else can?",WHODAS_SR_04,WHODAS_SR
"In the past 30 days, how much have you been emotionally affected by your health problems?",WHODAS_SR_05,WHODAS_SR
"In the past 30 days, how much difficulty did you have in concentrating on doing something for ten minutes?",WHODAS_SR_06,WHODAS_SR
"In the past 30 days, how much difficulty did you have in walking a long distance such as a half mile [or equivalent]?",WHODAS_SR_07,WHODAS_SR
"In the past 30 days, how much difficulty did you have in washing your whole body?",WHODAS_SR_08,WHODAS_SR
"In the past 30 days, how much difficulty did you have in getting dressed?",WHODAS_SR_09,WHODAS_SR
"In the past 30 days, how much difficulty did you have in dealing with people you do not know?",WHODAS_SR_10,WHODAS_SR
"In the past 30 days, how much difficulty did you have in maintaining a friendship?",WHODAS_SR_11,WHODAS_SR
"In the past 30 days, how much difficulty did you have in your day-to-day work?",WHODAS_SR_12,WHODAS_SR
"Overall, in the past 30 days, how many days were these difficulties present?",WHODAS_SR_Days01,WHODAS_SR
"In the past 30 days, for how many days were you totally unable to carry out your usual activities or work because of any health condition?",WHODAS_SR_Days03,WHODAS_SR
"In the past 30 days, not counting the days that you were totally unable, for how many days did you cut back or reduce your usual activities or work because of any health condition?",WHODAS_SR_Days02,WHODAS_SR
WHODAS_SR Score,WHODAS_SR_Score,WHODAS_SR
Was WIAT completed?,WIAT_Complete,WIAT
"If no, reason:",WIAT_Incomplete_reason,WIAT
Was this administration valid?,WIAT_Valid,WIAT
"If no, reason:",WIAT_Invalid_Reason,WIAT
Numerical Operations Raw Score,WIAT_Num_Raw,WIAT
Numerical Operations Standard Score,WIAT_Num_Stnd,WIAT
Numerical Operations Percentile Rank,WIAT_Num_P,WIAT
Pseudo-word Decoding Raw Score,WIAT_Pseudo_Raw,WIAT
Pseudo-word Decoding Standard Score,WIAT_Pseudo_Stnd,WIAT
Pseudo-word Decoding Percentile Rank,WIAT_Pseudo_P,WIAT
Spelling Raw Score,WIAT_Spell_Raw,WIAT
Spelling Standard Score,WIAT_Spell_Stnd,WIAT
Spelling Percentile Rank,WIAT_Spell_P,WIAT
Word Reading Raw Score,WIAT_Word_Raw,WIAT
Word Reading Standard Score,WIAT_Word_Stnd,WIAT
Word Reading Percentile Rank,WIAT_Word_P,WIAT
Listening Comprehension Receptive Vocabulary Raw Score,WIAT_LCRV_Raw,WIAT
Listening Comprehension Receptive Vocabulary Standard Score,WIAT_LCRV_Std,WIAT
Listening Comprehension Receptive Vocabulary Percentile Rank,WIAT_LCRV_P,WIAT
Listening Comprehension Oral Discourse Comprehension Raw Score,WIAT_LCODC_Raw,WIAT
Listening Comprehension Oral Discourse Comprehension Standard Score,WIAT_LCODC_Stnd,WIAT
Listening Comprehension Oral Discourse Comprehension Percentile Rank,WIAT_LCODC_P,WIAT
Listening Comprehension Standard Score,WIAT_LC_Stnd,WIAT
Listening Comprehension Percentile Rank,WIAT_LC_P,WIAT
Reading Comprehension Raw Score,WIAT_RC_Raw,WIAT
Reading Comprehension Standard Score,WIAT_RC_Stnd,WIAT
Reading Comprehension Percentile Rank,WIAT_RC_P,WIAT
Math Problem Solving Raw Score,WIAT_MP_Raw,WIAT
Math Problem Solving Standard Score,WIAT_MP_Stnd,WIAT
Math Problem Solving Percentile Rank,WIAT_MP_P,WIAT
Block Design Raw Score,WISC_BD_Raw,WISC
Block Design Scaled Score,WISC_BD_Scaled,WISC
Similarities Raw Score,WISC_Similarities_Raw,WISC
Similarities Scaled Score,WISC_Similarities_Scaled,WISC
Matrix Reasoning Raw Score,WISC_MR_Raw,WISC
Matrix Reasoning Scaled Score,WISC_MR_Scaled,WISC
Digit Span Raw Score,WISC_DS_Raw,WISC
Digit Span Scaled Score,WISC_DS_Scaled,WISC
Coding Raw Score,WISC_Coding_Raw,WISC
Coding Scaled Score,WISC_Coding_Scaled,WISC
Vocabulary Raw Score,WISC_Vocab_Raw,WISC
Vocabulary Scaled Score,WISC_Vocab_Scaled,WISC
Figure Weights Raw Score,WISC_FW_Raw,WISC
Figure Weights Scaled Score,WISC_FW_Scaled,WISC
Visual Puzzles Raw Score,WISC_VP_Raw,WISC
Visual Puzzles Scaled Score,WISC_VP_Scaled,WISC
Picture Span Raw Score,WISC_PS_Raw,WISC
Picture Span Scaled Score,WISC_PS_Scaled,WISC
Symbol Search Raw Score,WISC_SS_Raw,WISC
Symbol Search Scaled Score,WISC_SS_Scaled,WISC
